id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
60304,B&B  Venice Casa Baseggio,290452,Marco,Isole,Cannaregio,45.44453,12.333,Private room,96,1,152,2021-09-12,1.36,2,161,4,
61714,B&B AL CANAL VENICE canal view,289023,Francesca,Isole,Giudecca,45.42708,12.31823,Private room,68,2,300,2021-09-03,2.31,2,285,20,
63267,Appartamento con splendida vista sulla Laguna,308732,Cristina,Isole,Castello,45.43886,12.3499,Entire home/apt,90,3,11,2019-05-26,0.30,1,307,0,
69375,Armonia Apartment  Venice's flavour,347332,Guido,Isole,Cannaregio,45.44512,12.31954,Entire home/apt,130,3,24,2018-09-20,0.23,3,362,0,
71735,a stone's throw to St.Markwith WiFi,368293,Grazia,Isole,San Marco,45.43367,12.33639,Entire home/apt,85,3,110,2019-03-16,1.04,3,317,13,
71870,Biennale - Great & cosy flat,369617,Irene,Isole,Castello,45.42978,12.35715,Entire home/apt,94,3,209,2019-09-04,1.68,4,173,0,
71874,rooms in Venice,369642,Valter,Isole,Santa Croce,45.44216,12.32644,Private room,100,1,53,2016-07-04,0.50,2,360,1,
72740,Eco Venice 1,377929,Attilio,Terraferma,Favaro,45.50793,12.28336,Entire home/apt,66,2,317,2020-01-17,3.25,5,5,4,H0270420187
72821,Venice (with Option to Sail Away!),376806,Orlando,Isole,Sacca Fisola,45.42811,12.31702,Private room,71,1,43,2019-06-29,0.55,1,288,0,
74042,Low Cost Romantic Venice,9609304,Luca,Isole,Castello,45.43369,12.35051,Entire home/apt,109,3,519,2019-03-30,4.24,3,76,0,
74272,Ca' Annalaura 2 with private court,390175,Monica,Isole,Castello,45.43331,12.35038,Entire home/apt,52,3,259,2021-10-19,2.34,2,325,14,
74873,Al Campanile Madonna Dell'Orto: Apt BEIGE,394892,Hossep,Isole,Cannaregio,45.44637,12.33308,Entire home/apt,212,3,16,2017-11-26,0.36,2,344,0,
75376,Saint Mark apartment  in  Venice,399883,Monica,Isole,San Marco,45.43517,12.33554,Entire home/apt,89,2,137,2021-07-29,1.24,5,291,7,M0270422885
75760,at Biennale Giardini - Cà Zaleta,402656,Anna,Isole,Castello,45.43079,12.35641,Entire home/apt,150,5,218,2019-08-18,2.02,1,354,1,IP0270421094
75994,San Bortolomio Apartment - WI FI,399883,Monica,Isole,San Marco,45.43746,12.337,Entire home/apt,138,2,107,2019-06-17,1.35,5,0,2,M0270422884
77188,Ca' Annalaura 1 with private court,390175,Monica,Isole,Castello,45.43294,12.34882,Entire home/apt,59,3,286,2020-07-12,2.47,2,211,19,
77598,Ca' Gioiosa,416351,Italo,Isole,Dorsoduro,45.43088,12.3199,Entire home/apt,119,2,79,2018-05-31,0.70,2,14,0,
78833,Al Campanile: Loft ROSSO,394892,Hossep,Isole,Cannaregio,45.44631,12.33317,Entire home/apt,124,3,20,2018-02-12,0.22,2,359,0,
80403,Elegant apartment with privatgarden,434492,Lucia,Isole,Dorsoduro,45.4342,12.31943,Entire home/apt,115,3,39,2019-06-30,0.61,1,221,0,
83610,VENICE NOW : be one of the HAPPY FEWS,434231,Magda,Isole,Castello,45.43442,12.34854,Entire home/apt,150,3,5,2017-07-25,0.05,1,351,0,
90053,Cozy flat in Venice (Lido),485439,Elisabetta,Isole,Lido,45.40714,12.36715,Entire home/apt,130,6,6,2011-06-06,2.28,2,354,1,
92159,B&B. AL CANAL VENICE  green room garden view,289023,Francesca,Isole,Giudecca,45.42703,12.31827,Private room,57,2,286,2021-08-31,2.30,2,262,21,
95980,Roberta's 1BR-Apt- steps from St. Mark's Square,510349,Roberta,Isole,San Marco,45.43316,12.3353,Entire home/apt,93,2,212,2021-10-17,1.68,3,356,25,
99238,Ca' Risorta  ♡ Your romantic retreat,419326,Federica,Isole,Cannaregio,45.44478,12.32861,Entire home/apt,139,3,80,2019-10-29,1.28,1,0,0,M0270422495
100620,Comfortable flat in authenticVenice,520357,Massimo,Isole,Castello,45.43049,12.35787,Entire home/apt,80,3,35,2016-07-01,0.30,1,355,0,
108271,SHORT HOLIDAYS  IN VENICE FREE WIFI,560277,Vera,Terraferma,Marghera,45.4732,12.22502,Private room,36,2,326,2019-10-12,2.82,1,307,0,
109278,Villa ai Tigli - Portion of Villa 15 Pax in Venice,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,286,1,15,2019-06-24,0.24,6,289,0,
129278,Villa with terrace in Venice Lido,485439,Elisabetta,Isole,Lido,45.40782,12.36728,Entire home/apt,300,13,8,2017-10-30,0.07,2,363,1,
130605,Sweet dreams,642936,Maria,Isole,Santa Croce,45.439987,12.322111,Private room,78,2,268,2021-10-29,2.42,2,358,16,
131244,Giardino dei Melograni  Economy Room,630328,Kosher House,Isole,Cannaregio,45.44654,12.32819,Hotel room,98,1,36,2021-08-15,0.37,23,322,9,
131822,Giardino dei Melograni triple room,630328,Kosher House,Isole,Cannaregio,45.44472,12.32682,Hotel room,148,1,7,2013-07-21,0.08,23,327,0,
131895,Giardino dei Melograni DUS,630328,Kosher House,Isole,Cannaregio,45.44456,12.32779,Hotel room,98,1,8,2015-08-13,0.07,23,315,0,
131939,Giardino dei Melograni family room,630328,Kosher House,Isole,Cannaregio,45.44478,12.3282,Hotel room,209,1,2,2016-10-23,0.02,23,326,0,
134035,HAPPY AND LUMINOUS FLAT IN VENICE WITH TERRACE,653451,Sara,Isole,Castello,45.43437,12.34641,Entire home/apt,100,2,70,2018-10-29,0.57,1,271,4,
136713,Ca' Del Mercante Grand Canal with Roof Terrace,669047,Views On Venice,Isole,San Polo,45.43542,12.32735,Entire home/apt,616,3,61,2019-08-29,0.91,83,22,2,M02704210816
137087,"Charming & Bohémienne, a cozy stay in San Marco",264845,Ilaria,Isole,Castello,45.43704,12.3469,Entire home/apt,107,2,90,2021-09-12,0.81,1,248,4,
137304,"""BOUDOIR"" IN10 MINUTES FROM VENICE",671512,Zoia,Terraferma,Piave 1860,45.48706,12.24687,Private room,59,1,118,2017-10-29,1.04,1,363,1,
139786,Ca' Grassi 2 Charme Apartment,669047,Views On Venice,Isole,San Marco,45.4349,12.32989,Entire home/apt,233,3,23,2019-10-12,0.19,83,339,0,M02704210830
139802,Ca' Grassi 1 Apartment for 4/5 Guests,669047,Views On Venice,Isole,San Marco,45.43524,12.32987,Entire home/apt,264,3,42,2019-10-21,0.39,83,346,0,M02704210829
140197,Nido D'Amore- Zona: Rialto,683035,Paola,Isole,Cannaregio,45.43976,12.336,Entire home/apt,81,1,713,2021-10-19,5.77,1,317,55,CODICE IDENTIFICATIVO: M0270421099
142085,Widmann apartment in Venice centre,1878243,Elisabetta,Isole,Cannaregio,45.44242,12.33955,Entire home/apt,80,2,336,2021-01-07,2.81,3,0,3,
142868,Luxury new refurbished apt. Venice,693554,Valentina,Isole,Castello,45.43209,12.35124,Entire home/apt,170,3,202,2019-06-17,1.69,2,229,0,
145324,Double room with a View of the city,703872,Leonardo E Irene,Isole,Cannaregio,45.44285,12.34019,Private room,62,1,418,2019-10-27,3.43,3,175,3,
145631,My Casa Allegra Venice Mestre Private Studio!,704911,Alessandra,Terraferma,Villaggio San Marco,45.4832,12.2586,Private room,50,2,609,2019-07-30,4.87,1,0,0,
146821,Ca' dell' Ambasciatore Venezia,709828,Roberto,Isole,Castello,45.43101,12.35369,Entire home/apt,390,3,119,2021-10-09,1.14,2,109,5,M0270429577
148299,ARABESQUE- DAMASCO 4 PERSONS,716234,Paola,Isole,Castello,45.4362,12.34389,Hotel room,130,2,25,2019-04-16,0.32,3,320,0,
149749,"Venice, newly restored unit-apartm.",722130,Maddalena,Isole,Cannaregio,45.44087,12.34119,Entire home/apt,85,1,253,2021-06-20,2.25,2,139,8,
155015,nice and cozy open space apartment,745553,Rosanna E Francesca,Isole,Santa Croce,45.44085,12.32833,Entire home/apt,87,3,279,2020-01-02,2.48,6,341,4,
156728,Regina d'Oriente,745553,Rosanna E Francesca,Isole,Santa Croce,45.44019,12.33174,Entire home/apt,97,3,208,2021-08-22,1.96,6,339,3,
160017,"Venice: house in the green, wi-fi",767044,Elisabetta,Terraferma,Bissuola,45.50075,12.26594,Entire home/apt,80,1,116,2018-06-22,1.44,1,156,0,M0270420940
160426,Bright apartment in Venice with canal view,766256,Laura,Isole,Dorsoduro,45.4341,12.3211,Entire home/apt,144,2,304,2019-08-31,2.62,2,318,8,
165705,ARABESQUE DJERBA 1 PERS.IN VENICE,716234,Paola,Isole,Castello,45.43548,12.34241,Hotel room,50,2,148,2019-09-18,1.25,3,306,0,
166381,Ca' Barba B&B: room n101,214390,Alessandro,Isole,San Polo,45.43821,12.3328,Hotel room,61,2,310,2021-09-15,3.52,4,320,14,
167145,Special apartment for loving people,796717,Nicola,Isole,San Marco,45.43528,12.33741,Entire home/apt,100,2,178,2021-10-05,1.46,1,161,19,
167168,Ca 'Barba FLAT - Rialto,214390,Alessandro,Isole,San Polo,45.439,12.3319,Entire home/apt,338,4,12,2019-01-03,0.14,4,364,0,
170523,"Wi-Fi Venice Home: only 2 persons, loving",813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49611,12.24975,Entire home/apt,48,5,187,2019-09-07,1.58,2,342,5,
175509,Guest House BELLA ONDA (3x triple),848085,Valentina,Terraferma,Tessera,45.50346,12.3262,Hotel room,134,1,35,2020-01-24,0.47,5,351,2,
184374,ARABESQUE MARRAKESH DOUBLE VENICE,716234,Paola,Isole,Castello,45.43717,12.34163,Hotel room,110,2,71,2017-06-05,0.58,3,322,0,
202466,VIVALDI CANAL VIEW - BIENNALE & VIA GARIBALDI,334601,Valentina,Isole,Castello,45.43192,12.35662,Entire home/apt,107,2,158,2019-07-12,1.30,3,325,5,
208801,Bright apartment in the heat of Venice with WIFI,1028258,Sandra,Isole,Castello,45.43798,12.33922,Entire home/apt,60,3,456,2019-11-10,3.84,2,0,0,
217591,Royal Apartments Ca' Pierre,1123859,Lorenzo,Isole,Castello,45.43561,12.34661,Entire home/apt,180,1,38,2015-10-22,0.32,1,307,0,
218393,Wi-Fi Venice Little Garden: only 1 person,813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49621,12.24804,Entire home/apt,39,5,200,2019-11-27,1.63,2,360,5,
220238,Large apartment for 4,693554,Valentina,Isole,Castello,45.43125,12.35303,Entire home/apt,153,3,219,2021-05-31,1.89,2,203,8,
234465,Sunny house Venice,1227993,Giorgio,Isole,Dorsoduro,45.43176,12.31932,Entire home/apt,110,3,42,2019-10-14,0.81,2,277,0,
236585,lovely apartment Venice Lido with terrace,1240373,Francy,Isole,Lido,45.4178,12.37249,Entire home/apt,74,3,174,2019-04-08,1.50,1,126,8,
238362,Villa aiTigli Room 1 with bathroom: up to 4 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Hotel room,64,1,81,2019-12-27,1.03,6,341,0,
238374,Villa aiTigli Room 2 with bathroom: up to 5 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,64,1,102,2021-09-06,1.33,6,343,2,
238380,Villa ai Tigli - Room 3 - 3 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,64,1,65,2019-11-02,0.58,6,319,1,
238383,Villa aiTigli-Room 4-Bathroom in Room-Disabilities,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,64,1,86,2018-10-31,1.23,6,297,0,
242296,blacksmith's hearth,1271580,Adriana,Isole,Cannaregio,45.44641,12.32318,Entire home/apt,98,3,260,2019-10-10,2.24,1,116,0,
247270,Venice Apartments in Mestre,1296429,Tiziana,Terraferma,Chirignago,45.48598,12.19736,Entire home/apt,105,4,154,2019-07-28,1.50,2,301,0,
256874,"b&b S.Marco Venice, canal view room",1351366,Marco E Alice,Isole,Castello,45.43625,12.3456,Private room,106,3,25,2018-11-05,0.28,2,356,0,
260204,Conceptual Devices Apartment 2,1365288,Antonio,Isole,Cannaregio,45.44382,12.32964,Entire home/apt,85,5,159,2018-05-29,1.33,2,351,8,
260487,Waterfront Retreat in Renovated Historic Building,1366623,Ivana,Isole,Giudecca,45.42833,12.31972,Entire home/apt,135,1,319,2021-09-26,2.74,1,172,13,
261432,Rooftop Studio in Cannaregio (CDA1),1365288,Antonio,Isole,Cannaregio,45.44254,12.3293,Entire home/apt,65,5,150,2018-09-04,1.24,2,350,10,
261640,balcony canal view central Venice,1351366,Marco E Alice,Isole,Castello,45.43627,12.34559,Private room,98,3,54,2017-08-07,0.63,2,343,0,
263796,Dimora Canaletto - Casa dei Pittori,1384217,Simone - Francesco,Isole,Santa Croce,45.4392,12.32712,Entire home/apt,214,2,3,2018-06-28,0.04,7,353,0,
265406,large double room-> heart of Venice,703872,Leonardo E Irene,Isole,Cannaregio,45.44285,12.34019,Private room,66,1,461,2019-09-04,4.17,3,176,1,
268865,AltanaAlbaChiara BestViewOfVenice SANITIZED,1408761,Chiara,Isole,San Marco,45.43695,12.33552,Entire home/apt,214,3,199,2021-10-14,1.78,4,247,13,M0270421406
272585,Apartment Fiori della Laguna,1426634,Claudia,Isole,Dorsoduro,45.43112,12.3371,Entire home/apt,100,2,115,2019-10-03,1.00,1,276,5,
284305,CASA CLARA lots of comfort & space!,1480780,Ivo... & Family,Terraferma,Marghera,45.47799,12.22678,Entire home/apt,80,2,274,2021-08-11,2.49,1,337,7,
286350,Corte dei Santi - San Marco,1490179,Laura,Isole,San Polo,45.43818,12.32721,Entire home/apt,100,2,20,2017-12-23,0.24,3,226,1,
286388,Nice apartment in a building with a courtyard,1490179,Laura,Isole,Dorsoduro,45.43628,12.32526,Entire home/apt,80,2,68,2019-07-01,0.66,3,116,3,
286939,Corte dei Santi - San Geremia,1490179,Laura,Isole,San Polo,45.43714,12.32526,Entire home/apt,100,2,36,2015-08-07,0.36,3,219,1,
288778,"comfortable, clean Italian room",1420192,Michele,Terraferma,Santa Barbara,45.4864,12.21104,Private room,55,1,86,2017-06-09,0.81,1,85,1,
289477,"Apartment ""Venice""",377929,Attilio,Terraferma,Favaro,45.50914,12.28159,Entire home/apt,71,2,34,2019-12-25,0.33,5,0,1,M0270420062
293520,"Heart of Venice, amazing  house!",1517643,Nicola,Isole,San Polo,45.43731,12.33015,Entire home/apt,130,7,74,2019-05-22,0.86,1,265,3,
297137,Matymarty's-Central Room WI-FI,1509668,Martina,Isole,Santa Croce,45.44025,12.32499,Entire home/apt,90,1,726,2019-10-28,6.23,2,348,1,M0270421245
298479,B&B Caponi bros-Venice (private room),1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,30,1,225,2018-03-24,1.93,10,363,13,
298501,A wonderful view on Venice lagoon,1538707,Andrea,Isole,Cannaregio,45.44288,12.3377,Entire home/apt,55,3,217,2021-06-30,1.98,2,279,16,
298506,A magic flat facing Venice lagoon,1538707,Andrea,Isole,Cannaregio,45.443,12.33944,Entire home/apt,50,3,171,2019-10-03,1.61,2,340,1,
299936,B&B CA' DELLA CORTE IN VENICE,1545612,Enrica,Isole,Santa Croce,45.43676,12.32262,Entire home/apt,600,2,3,2019-05-14,0.03,3,347,0,
303040,Venice-BB-Venezia  (Deluxe room),1560575,Alessandro,Isole,Cannaregio,45.44477,12.32616,Private room,88,1,307,2020-03-09,2.87,4,107,1,
303046,Venice-BB-Venezia  (Superior room Historic center),1560575,Alessandro,Isole,Cannaregio,45.44274,12.32715,Private room,89,1,237,2019-10-31,2.02,4,106,9,
309411,Romantic view over venitian canals,1275479,Giorgia&Michele,Isole,Santa Croce,45.43925,12.32433,Entire home/apt,120,3,341,2019-11-01,3.49,2,243,2,M02704212356
311472,Studioflat  near Biennale inVenice!,1602219,Alfonso,Isole,Sant'Elena,45.42849,12.36067,Private room,110,4,0,,,3,363,0,
311479,Apartment to visit Venice,1602248,Tiziana,Terraferma,Chirignago,45.48682,12.19944,Entire home/apt,105,4,120,2019-05-25,1.19,3,302,0,
313461,Sunny house in Venice,1227993,Giorgio,Isole,Dorsoduro,45.43378,12.32293,Entire home/apt,100,3,86,2018-05-04,0.83,2,277,3,
313802,Guest House BELLA ONDA (2x double),848085,Valentina,Terraferma,Tessera,45.50341,12.32574,Hotel room,97,1,130,2021-10-02,1.89,5,351,16,
314094,CA'LOMBARDO SAN MARCO VENICE CENTER,1613872,Amedeo,Isole,San Marco,45.43568,12.33909,Entire home/apt,91,2,70,2021-10-02,0.71,1,348,10,IP0270421834
314923,"Rooms w/ shared bathroom, 3 persons, Venice center",1617572,Silvia,Isole,Castello,45.43393,12.35402,Private room,54,1,80,2018-09-23,0.90,15,359,3,M0270425130
315636,Caponi Bros Lovely structure in Mestre-VE,1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,28,1,166,2019-10-22,1.79,10,361,9,
315637,(1)Private Room with private Bathroom,1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,27,1,115,2017-07-15,1.17,10,361,2,
317329,Venice Flat Ganeo,6747473,Giovanna,Isole,Sant'Elena,45.42659,12.36171,Entire home/apt,95,2,155,2019-09-21,1.42,1,125,0,M0270429762
321376,Magic of Venice !,1646068,Fabiano,Isole,Cannaregio,45.44507,12.32074,Entire home/apt,103,2,111,2021-08-14,1.47,4,357,5,M0270420850
331151,apartment Laura Rialto 2,1688828,Laura,Isole,Castello,45.43718,12.33836,Entire home/apt,63,2,40,2015-07-12,0.44,3,333,1,M0270420363
332932,Romantic apartment on the roofs... cod M0270429319,1445896,Chiara,Isole,Castello,45.43177,12.35309,Entire home/apt,103,4,160,2020-01-09,1.46,1,290,7,
335961,"Romantic QUEEN House,Private Garden",1364177,Ivan.Gianni,Isole,Sant'Elena,45.42619,12.36078,Entire home/apt,89,3,39,2018-07-20,0.51,2,300,1,
340882,Apt in Venice+ terrace in Castello,1729833,Alberto,Isole,Castello,45.43544,12.34718,Entire home/apt,105,3,106,2019-10-29,0.99,4,356,3,
343849,Ca' Canaletto Venetian House,669047,Views On Venice,Isole,Dorsoduro,45.43185,12.32462,Entire home/apt,284,3,23,2018-07-16,0.31,83,287,0,M0270425448
344046,small flat close to Rialto Bridge,1729833,Alberto,Isole,Cannaregio,45.43971,12.33779,Entire home/apt,25,30,94,2021-09-09,0.86,4,213,4,
346183,2960 Ca Frari ( 7 beds ) wifi. a.c.,1755160,Davide,Isole,San Polo,45.43845,12.32478,Entire home/apt,78,2,95,2019-10-04,1.50,2,318,6,
346257,CA' ZUANE - Biennale - free wi-fi - nice view,1755413,Davide,Isole,Castello,45.43015,12.3584,Entire home/apt,93,4,37,2019-08-08,0.56,3,337,0,
348409,"SanMarco, 120mq the heart of Venice with terrace",1765622,Sebastiano,Isole,San Marco,45.43453,12.33624,Entire home/apt,260,3,107,2021-09-13,1.58,1,301,16,
352392,SPLENDID STAR SAN MARCO SQUARE,1784535,Monica,Isole,Castello,45.43598,12.33968,Entire home/apt,66,2,196,2021-10-05,2.39,4,61,34,
352478,Appartamento signorile con due ampie terrazze,1784907,Luisa,Isole,Malamocco,45.36678,12.33871,Entire home/apt,105,7,0,,,1,0,0,
356388,Casanova's room,642936,Maria,Isole,Cannaregio,45.44105,12.32103,Private room,65,2,366,2021-09-07,3.16,2,358,20,
357073,MURANO Suites BOUTIQUE Apartments - ACQUAMARE.,1567140,Elodie,Isole,Murano,45.45617,12.35442,Entire home/apt,110,1,331,2021-10-14,2.86,7,319,39,
358332,FEW STEPS FROM SAN MARCO- BLUE CANAL VIEW,1813795,Maura,Isole,Castello,45.43521,12.34047,Private room,172,1,429,2020-02-26,3.72,3,126,0,
369257,Appartamento centrale a Venezia 1,1862349,Elide,Isole,Castello,45.43729,12.33971,Entire home/apt,76,2,212,2021-10-29,2.32,4,342,13,
372379,"apartment in the center of Venice, canal view",619545,Silvia,Isole,San Polo,45.43892,12.33104,Entire home/apt,400,3,151,2019-09-27,1.35,2,365,3,
375305,Real Venice with a  breathtaking private  terrace,1784566,Nicola And Maria Chiara,Isole,Dorsoduro,45.43309,12.32188,Entire home/apt,125,2,171,2021-09-13,1.70,1,361,4,
378039,Corte San Francesco,745553,Rosanna E Francesca,Isole,Castello,45.43805,12.34673,Entire home/apt,90,3,199,2021-10-11,2.34,6,76,3,
388399,Charming Apartment with gran canal view in Rialto,1943379,P & R,Isole,San Polo,45.43945,12.33271,Entire home/apt,2000,1,342,2020-02-17,3.18,1,0,0,
396228,Apartment to visit Venice,1602248,Tiziana,Terraferma,Chirignago,45.48629,12.19725,Entire home/apt,105,4,116,2019-08-07,1.18,3,301,0,
412848,Casa Annalisa in front of San Marco,2054352,Silvia,Isole,Giudecca,45.4248,12.33663,Entire home/apt,71,2,56,2017-09-19,0.73,1,365,0,
420146,ELEGANT B&B IN THE MIDDLE OF VENICE,2089352,Silvia,Isole,Castello,45.43771,12.34641,Private room,60,1,363,2021-10-24,3.16,1,285,40,
423767,In the peace of a secret garden...,1981478,Yaya,Isole,Cannaregio,45.44243,12.32436,Entire home/apt,140,3,161,2017-09-23,1.60,1,8,0,
426097,VENICIAN ROOM WITH TERRACE,1878243,Elisabetta,Isole,Cannaregio,45.44073,12.34039,Private room,65,5,16,2018-05-01,0.39,3,0,4,
429750,Canalside flat in central Venice,2136473,David,Isole,Dorsoduro,45.43193,12.3223,Entire home/apt,175,2,51,2020-01-02,0.56,1,41,6,
431287,APARTMENT GRAPPA PARADISE,2138358,Luca,Isole,Sant'Elena,45.4294,12.3603,Entire home/apt,80,2,226,2019-07-12,2.12,2,179,3,
441868,Magical view inside Venice.,2193613,Pierantonio,Isole,Santa Croce,45.44102,12.32862,Entire home/apt,185,3,367,2021-10-24,3.41,1,326,14,
442154,Dorsoduro Jewel Box w/ Private Garden,2196999,Barbara,Isole,Dorsoduro,45.43203,12.32182,Entire home/apt,100,2,139,2021-09-13,1.51,6,124,6,
452870,Dolce Venezia Luxury Flat San Marco - free wifi,283131,Anunxiata,Isole,San Marco,45.432613,12.334112,Entire home/apt,286,3,130,2021-09-13,1.28,2,319,11,
463737,"""Alle Rondini 2""- Country House",2304427,Nicla,Terraferma,Gatta - Bondu?,45.5348,12.21644,Private room,73,2,25,2013-06-13,0.22,1,365,2,
474357,Old Secret Venetian House & Garden,2351876,Ciro,Isole,Giudecca,45.42791,12.32116,Entire home/apt,800,2,54,2019-03-30,0.49,1,359,1,
476112,Moisè Lounge JUST 90MT S.MARKS sq.,2360430,Centrale Venice Apartments,Isole,San Marco,45.43328,12.33631,Entire home/apt,146,3,152,2019-11-27,1.38,2,0,0,
482466,Loft in Venezia with terrace ( Ozone-Sanitizing),2368512,Fra,Isole,Dorsoduro,45.4309,12.32106,Entire home/apt,84,3,64,2019-11-02,2.24,1,156,15,
483901,Charming apt in Molino Stucky w/SPA,2396006,Marco,Isole,Giudecca,45.42789,12.31818,Entire home/apt,109,2,81,2021-08-08,0.85,1,331,3,
485892,L0'ving in Venice 5 stars apartment,2404710,Silvana,Isole,Cannaregio,45.44188,12.33425,Entire home/apt,115,3,129,2021-09-18,1.16,1,211,11,M02704211202
487484,MPA Spectacular bright 3 Bedroom home,2412054,Mpa,Isole,Cannaregio,45.4449,12.32191,Entire home/apt,165,3,62,2018-05-21,0.60,1,64,0,
487634,Charming large palazzo in center Venice,2320717,Edouard,Isole,Cannaregio,45.43849,12.33772,Entire home/apt,392,1,161,2021-07-30,1.44,1,106,2,M0270426884
487772,MP - Spectacular bright house with 3 bedrooms,2413479,Mp,Isole,Cannaregio,45.44493,12.32196,Entire home/apt,175,3,86,2018-06-28,0.75,1,64,0,
490781,APARTMENT FROM 2 TO 8 PERSONS  ROSSINI,2426720,Lorenzo,Isole,Cannaregio,45.44479,12.3327,Entire home/apt,135,3,16,2013-02-04,0.20,4,242,0,
492781,APARTMENT FROM 2 TO 6 PERSONS  VERDI,2426720,Lorenzo,Isole,Cannaregio,45.44399,12.3331,Entire home/apt,135,3,15,2019-07-29,0.13,4,296,0,
492854,APARTMENT FOR 2 PERSONS LIBERTY,2426720,Lorenzo,Isole,San Marco,45.43175,12.33379,Entire home/apt,136,3,27,2016-10-09,0.24,4,340,0,
492901,a short walk from piazza san marco,6304868,Roberta,Isole,Castello,45.4348,12.34661,Entire home/apt,290,2,18,2016-06-14,0.16,6,365,1,
493041,APARTMENT FOR 2 PERSONS DECO,2426720,Lorenzo,Isole,San Marco,45.43388,12.33485,Entire home/apt,136,3,20,2012-09-17,0.21,4,335,0,
494629,CA' AFFRESCO stunning FAMILY FLAT by Saint Mark's!,1438903,Barbara,Isole,San Marco,45.43354,12.33652,Entire home/apt,270,7,56,2019-10-05,0.59,18,169,0,M0270421192
495857,Appartamento SANIFICATO nel cuore Venezia,1509668,Martina,Isole,Santa Croce,45.44132,12.32479,Entire home/apt,74,1,679,2021-10-26,5.96,2,321,61,
505177,San Marco Terrace,3736168,EasyRentals,Isole,Castello,45.4349,12.34168,Entire home/apt,264,1,188,2021-10-16,1.95,27,349,35,
509641,Large apartment | Jewish Ghetto | 3 bedrooms | A/C,2508340,Giacomo,Isole,Cannaregio,45.44468,12.32514,Entire home/apt,156,2,118,2020-01-05,1.08,15,348,0,
511064,Cozy apartment | 4 pax | Jewish Ghetto | A/C |WIFI,2508340,Giacomo,Isole,Cannaregio,45.44468,12.32514,Entire home/apt,126,2,38,2019-09-07,0.35,15,355,0,
511529,A niceFLAT for a great holiday!!!,2519784,Anna,Terraferma,La Favorita,45.52562,12.24238,Entire home/apt,120,2,78,2017-04-20,0.71,3,307,0,
522028,Private room - super friendly flat,2306935,Jacopo,Isole,San Polo,45.43558,12.32698,Entire home/apt,83,2,271,2019-06-24,2.41,1,217,2,
531274,Feel like home...at Cannaregio,2604353,Marina,Isole,Cannaregio,45.44039,12.33876,Private room,95,2,321,2019-10-14,2.87,1,335,8,
